Subject_Name,Evaluation_Name,Student_Name,Grade
Art,TP Final,Grace Purple,1.0
Art,TP Final,Grace Red,7.0
Art,TP Final,Grace Teal,8.0
Art,TP Final,Grace Violet,6.0
Art,TP Final,Grace White,4.0
Art,TP Final,Grace Yellow,2.0
Art,TP Final,Hank Azure,8.0
Art,TP Final,Hank Beige,8.0
Art,TP Final,Hank Black,9.0
Art,TP Final,Hank Blue,3.0
Art,TP Final,Hank Brown,7.0
Art,TP Final,Hank Cyan,7.0
Art,TP Final,Hank Davis,6.0
Art,TP Final,Hank Gray,5.0
Art,TP Final,Hank Green,2.0
Art,TP Final,Hank Indigo,5.0
Art,TP Final,Hank Johnson,10.0
Art,TP Final,Hank Magenta,6.0
Art,TP Final,Hank Orange,3.0
Art,TP Final,Hank Pink,8.0
Art,TP Final,Hank Purple,2.0
Art,TP Final,Hank Red,1.0
Art,TP Final,Hank Teal,2.0
Art,TP Final,Hank Violet,10.0
Art,TP Final,Hank White,5.0
Art,TP Final,Hank Yellow,7.0
Art,TP Final,Ivy Azure,2.0
Art,TP Final,Ivy Beige,9.0
Art,TP Final,Ivy Black,4.0
Art,TP Final,Ivy Blue,2.0
Art,TP Final,Ivy Brown,3.0
Art,TP Final,Ivy Cyan,1.0
Art,TP Final,Ivy Davis,9.0
Art,TP Final,Ivy Gray,5.0
Art,TP Final,Ivy Green,0.0
Art,TP Final,Ivy Indigo,3.0
Art,TP Final,Ivy Johnson,8.0
Art,TP Final,Ivy Magenta,3.0
Art,TP Final,Ivy Orange,1.0
Art,TP Final,Ivy Pink,9.0
Art,TP Final,Ivy Purple,0.0
Art,TP Final,Ivy Red,7.0
Art,TP Final,Ivy Teal,10.0
Art,TP Final,Ivy Violet,9.0
Art,TP Final,Ivy White,8.0
Art,TP Final,Ivy Yellow,9.0
Art,TP Final,Jack Azure,8.0
Art,TP Final,Jack Beige,7.0
Art,TP Final,Jack Black,6.0
Art,TP Final,Jack Blue,1.0
Art,TP Final,Jack Brown,7.0
Art,TP Final,Jack Cyan,3.0
Art,TP Final,Jack Davis,1.0
Art,TP Final,Jack Gray,6.0
Art,TP Final,Jack Green,3.0
Art,TP Final,Jack Indigo,7.0
Art,TP Final,Jack Johnson,3.0
Art,TP Final,Jack Magenta,9.0
Art,TP Final,Jack Orange,5.0
Art,TP Final,Jack Pink,8.0
Art,TP Final,Jack Purple,1.0
Art,TP Final,Jack Red,1.0
Art,TP Final,Jack Teal,7.0
Art,TP Final,Jack Violet,2.0
Art,TP Final,Jack White,5.0
Art,TP Final,Jack Yellow,0.0
Art,TP Final,Kelly Azure,0.0
Art,TP Final,Kelly Beige,1.0
Art,TP Final,Kelly Black,1.0
Art,TP Final,Kelly Blue,7.0
Art,TP Final,Kelly Brown,9.0
Art,TP Final,Kelly Cyan,8.0
Art,TP Final,Kelly Davis,4.0
Art,TP Final,Kelly Gray,9.0
Art,TP Final,Kelly Green,1.0
Art,TP Final,Kelly Indigo,3.0
Art,TP Final,Kelly Johnson,9.0
Art,TP Final,Kelly Magenta,2.0
Art,TP Final,Kelly Orange,2.0
Art,TP Final,Kelly Pink,3.0
Art,TP Final,Kelly Purple,8.0
Art,TP Final,Kelly Red,10.0
Art,TP Final,Kelly Teal,2.0
Art,TP Final,Kelly Violet,4.0
Art,TP Final,Kelly White,3.0
Art,TP Final,Kelly Yellow,2.0
Art,TP Final,Liam Azure,10.0
Art,TP Final,Liam Beige,9.0
Art,TP Final,Liam Black,7.0
Art,TP Final,Liam Blue,1.0
Art,TP Final,Liam Brown,9.0
Art,TP Final,Liam Cyan,9.0
Art,TP Final,Liam Davis,3.0
Art,TP Final,Liam Gray,7.0
Art,TP Final,Liam Green,9.0
Art,TP Final,Liam Indigo,6.0
Art,TP Final,Liam Johnson,4.0
Art,TP Final,Liam Magenta,9.0
Art,TP Final,Liam Orange,7.0
Art,TP Final,Liam Pink,1.0
Art,TP Final,Liam Purple,5.0
Art,TP Final,Liam Red,3.0
Art,TP Final,Liam Teal,4.0
Art,TP Final,Liam Violet,10.0
Art,TP Final,Liam White,6.0
Art,TP Final,Liam Yellow,7.0
Art,TP Final,Mona Azure,4.0
Art,TP Final,Mona Beige,2.0
Art,TP Final,Mona Black,9.0
Art,TP Final,Mona Blue,8.0
Art,TP Final,Mona Brown,9.0
Art,TP Final,Mona Cyan,9.0
Art,TP Final,Mona Davis,1.0
Art,TP Final,Mona Gray,6.0
Art,TP Final,Mona Green,6.0
Art,TP Final,Mona Indigo,1.0
Art,TP Final,Mona Johnson,1.0
Art,TP Final,Mona Magenta,0.0
Art,TP Final,Mona Orange,4.0
Art,TP Final,Mona Pink,5.0
Art,TP Final,Mona Purple,8.0
Art,TP Final,Mona Red,0.0
Art,TP Final,Mona Teal,3.0
Art,TP Final,Mona Violet,4.0
Art,TP Final,Mona White,9.0
Art,TP Final,Mona Yellow,6.0
Art,TP Final,Nick Azure,6.0
Art,TP Final,Nick Beige,7.0
Art,TP Final,Nick Black,4.0
Art,TP Final,Nick Blue,1.0
Art,TP Final,Nick Brown,5.0
Art,TP Final,Nick Cyan,5.0
Art,TP Final,Nick Davis,1.0
Art,TP Final,Nick Gray,9.0
Art,TP Final,Nick Green,2.0
Art,TP Final,Nick Indigo,1.0
Art,TP Final,Nick Johnson,8.0
Art,TP Final,Nick Magenta,9.0
Art,TP Final,Nick Orange,6.0
Art,TP Final,Nick Pink,5.0
Art,TP Final,Nick Purple,4.0
Art,TP Final,Nick Red,7.0
Art,TP Final,Nick Teal,8.0
Art,TP Final,Nick Violet,6.0
Art,TP Final,Nick White,9.0
Art,TP Final,Nick Yellow,5.0
Art,TP Final,Olivia Azure,7.0
Art,TP Final,Olivia Beige,2.0
Art,TP Final,Olivia Black,6.0
Art,TP Final,Olivia Blue,6.0
Art,TP Final,Olivia Brown,8.0
Art,TP Final,Olivia Cyan,7.0
Art,TP Final,Olivia Davis,8.0
Art,TP Final,Olivia Gray,0.0
Art,TP Final,Olivia Green,1.0
Art,TP Final,Olivia Indigo,1.0
Art,TP Final,Olivia Johnson,2.0
Art,TP Final,Olivia Magenta,9.0
Art,TP Final,Olivia Orange,2.0
Art,TP Final,Olivia Pink,7.0
Art,TP Final,Olivia Purple,1.0
Art,TP Final,Olivia Red,4.0
Art,TP Final,Olivia Teal,7.0
Art,TP Final,Olivia Violet,5.0
Art,TP Final,Olivia White,9.0
Art,TP Final,Olivia Yellow,5.0
Art,TP Final,Paul Azure,9.0
Art,TP Final,Paul Beige,0.0
Art,TP Final,Paul Black,4.0
Art,TP Final,Paul Blue,6.0
Art,TP Final,Paul Brown,8.0
Art,TP Final,Paul Cyan,8.0
Art,TP Final,Paul Davis,2.0
Art,TP Final,Paul Gray,7.0
Art,TP Final,Paul Green,6.0
Art,TP Final,Paul Indigo,7.0
Art,TP Final,Paul Johnson,9.0
Art,TP Final,Paul Magenta,7.0
Art,TP Final,Paul Orange,9.0
Art,TP Final,Paul Pink,8.0
Art,TP Final,Paul Purple,5.0
Art,TP Final,Paul Red,7.0
Art,TP Final,Paul Teal,9.0
Art,TP Final,Paul Violet,2.0
Art,TP Final,Paul White,8.0
Art,TP Final,Paul Yellow,1.0
Art,TP Final,Quincy Azure,0.0
Art,TP Final,Quincy Beige,7.0
Art,TP Final,Quincy Black,3.0
Art,TP Final,Quincy Blue,5.0
Art,TP Final,Quincy Brown,8.0
Art,TP Final,Quincy Cyan,3.0
Art,TP Final,Quincy Davis,3.0
Art,TP Final,Quincy Gray,2.0
Art,TP Final,Quincy Green,9.0
Art,TP Final,Quincy Indigo,4.0
Art,TP Final,Quincy Johnson,9.0
Art,TP Final,Quincy Magenta,7.0
Art,TP Final,Quincy Orange,6.0
Art,TP Final,Quincy Pink,8.0
Art,TP Final,Quincy Purple,4.0
Art,TP Final,Quincy Red,1.0
Art,TP Final,Quincy Teal,9.0
Art,TP Final,Quincy Violet,2.0
Art,TP Final,Quincy White,4.0
Art,TP Final,Quincy Yellow,6.0
Art,TP Final,Rita Azure,2.0
Art,TP Final,Rita Beige,3.0
Art,TP Final,Rita Black,1.0
Art,TP Final,Rita Blue,6.0
Art,TP Final,Rita Brown,6.0
Art,TP Final,Rita Cyan,10.0
Art,TP Final,Rita Davis,5.0
Art,TP Final,Rita Gray,3.0
Art,TP Final,Rita Green,1.0
Art,TP Final,Rita Indigo,6.0
Art,TP Final,Rita Johnson,1.0
Art,TP Final,Rita Magenta,0.0
Art,TP Final,Rita Orange,0.0
Art,TP Final,Rita Pink,1.0
Art,TP Final,Rita Purple,4.0
Art,TP Final,Rita Red,3.0
Art,TP Final,Rita Teal,4.0
Art,TP Final,Rita Violet,4.0
Art,TP Final,Rita White,8.0
Art,TP Final,Rita Yellow,8.0
Art,TP Final,Sam Azure,10.0
Art,TP Final,Sam Beige,3.0
Art,TP Final,Sam Black,2.0
Art,TP Final,Sam Blue,1.0
Art,TP Final,Sam Brown,1.0
Art,TP Final,Sam Cyan,1.0
Art,TP Final,Sam Davis,9.0
Art,TP Final,Sam Gray,6.0
Art,TP Final,Sam Green,7.0
Art,TP Final,Sam Indigo,5.0
Art,TP Final,Sam Johnson,6.0
Art,TP Final,Sam Magenta,7.0
Art,TP Final,Sam Orange,1.0
Art,TP Final,Sam Pink,5.0
Art,TP Final,Sam Purple,0.0
Art,TP Final,Sam Red,6.0
Art,TP Final,Sam Teal,2.0
Art,TP Final,Sam Violet,2.0
Art,TP Final,Sam White,4.0
Art,TP1,Alice Azure,2.0
Art,TP1,Alice Black,5.0
Art,TP1,Alice Blue,1.0
Art,TP1,Alice Brown,1.0
Art,TP1,Alice Cyan,2.0
Art,TP1,Alice Davis,6.0
Art,TP1,Alice Gray,9.0
Art,TP1,Alice Green,0.0
Art,TP1,Alice Indigo,5.0
Art,TP1,Alice Johnson,7.0
Art,TP1,Alice Magenta,5.0
Art,TP1,Alice Orange,10.0
Art,TP1,Alice Pink,4.0
Art,TP1,Alice Purple,2.0
Art,TP1,Alice Red,2.0
Art,TP1,Alice Teal,5.0
Art,TP1,Alice Violet,3.0
Art,TP1,Alice White,10.0
Art,TP1,Alice Yellow,2.0
Art,TP1,Bob Azure,9.0
Art,TP1,Bob Beige,8.0
Art,TP1,Bob Black,1.0
Art,TP1,Bob Blue,2.0
Art,TP1,Bob Brown,6.0
Art,TP1,Bob Cyan,7.0
Art,TP1,Bob Davis,4.0
Art,TP1,Bob Gray,4.0
Art,TP1,Bob Green,10.0
Art,TP1,Bob Indigo,1.0
Art,TP1,Bob Johnson,6.0
Art,TP1,Bob Magenta,8.0
Art,TP1,Bob Orange,2.0
Art,TP1,Bob Pink,6.0
Art,TP1,Bob Purple,4.0
Art,TP1,Bob Red,2.0
Art,TP1,Bob Teal,6.0
Art,TP1,Bob Violet,8.0
Art,TP1,Bob White,5.0
Art,TP1,Bob Yellow,1.0
Art,TP1,Charlie Azure,3.0
Art,TP1,Charlie Beige,1.0
Art,TP1,Charlie Black,7.0
Art,TP1,Charlie Blue,7.0
Art,TP1,Charlie Brown,9.0
Art,TP1,Charlie Cyan,3.0
Art,TP1,Charlie Davis,1.0
Art,TP1,Charlie Gray,6.0
Art,TP1,Charlie Green,2.0
Art,TP1,Charlie Indigo,1.0
Art,TP1,Charlie Johnson,2.0
Art,TP1,Charlie Magenta,6.0
Art,TP1,Charlie Orange,4.0
Art,TP1,Charlie Pink,7.0
Art,TP1,Charlie Purple,2.0
Art,TP1,Charlie Red,8.0
Art,TP1,Charlie Teal,5.0
Art,TP1,Charlie Violet,3.0
Art,TP1,Charlie White,3.0
Art,TP1,Charlie Yellow,10.0
Art,TP1,Dana Azure,7.0
Art,TP1,Dana Beige,7.0
Art,TP1,Dana Black,7.0
Art,TP1,Dana Blue,3.0
Art,TP1,Dana Brown,9.0
Art,TP1,Dana Cyan,6.0
Art,TP1,Dana Davis,5.0
Art,TP1,Dana Gray,3.0
Art,TP1,Dana Green,9.0
Art,TP1,Dana Indigo,8.0
Art,TP1,Dana Johnson,1.0
Art,TP1,Dana Magenta,0.0
Art,TP1,Dana Orange,1.0
Art,TP1,Dana Pink,0.0
Art,TP1,Dana Purple,9.0
Art,TP1,Dana Red,2.0
Art,TP1,Dana Teal,7.0
Art,TP1,Dana Violet,2.0
Art,TP1,Dana White,7.0
Art,TP1,Dana Yellow,4.0
Art,TP1,Eve Azure,4.0
Art,TP1,Eve Beige,6.0
Art,TP1,Eve Black,3.0
Art,TP1,Eve Blue,5.0
Art,TP1,Eve Brown,9.0
Art,TP1,Eve Cyan,7.0
Art,TP1,Eve Davis,8.0
Art,TP1,Eve Gray,9.0
Art,TP1,Eve Green,3.0
Art,TP1,Eve Indigo,1.0
Art,TP1,Eve Johnson,7.0
Art,TP1,Eve Magenta,1.0
Art,TP1,Eve Orange,4.0
Art,TP1,Eve Pink,9.0
Art,TP1,Eve Purple,5.0
Art,TP1,Eve Red,9.0
Art,TP1,Eve Teal,4.0
Art,TP1,Eve Violet,8.0
Art,TP1,Eve White,6.0
Art,TP1,Eve Yellow,9.0
Art,TP1,Frank Azure,7.0
Art,TP1,Frank Beige,3.0
Art,TP1,Frank Black,5.0
Art,TP1,Frank Blue,10.0
Art,TP1,Frank Brown,9.0
Art,TP1,Frank Cyan,5.0
Art,TP1,Frank Davis,4.0
Art,TP1,Frank Gray,0.0
Art,TP1,Frank Green,9.0
Art,TP1,Frank Indigo,5.0
Art,TP1,Frank Johnson,6.0
Art,TP1,Frank Magenta,0.0
Art,TP1,Frank Orange,6.0
Art,TP1,Frank Pink,3.0
Art,TP1,Frank Purple,8.0
Art,TP1,Frank Red,6.0
Art,TP1,Frank Teal,2.0
Art,TP1,Frank Violet,9.0
Art,TP1,Frank White,8.0
Art,TP1,Frank Yellow,4.0
Art,TP1,Grace Azure,10.0
Art,TP1,Grace Beige,7.0
Art,TP1,Grace Black,1.0
Art,TP1,Grace Blue,2.0
Art,TP1,Grace Brown,10.0
Art,TP1,Grace Cyan,5.0
Art,TP1,Grace Davis,4.0
Art,TP1,Grace Gray,7.0
Art,TP1,Grace Green,2.0
Art,TP1,Grace Indigo,4.0
Art,TP1,Grace Johnson,6.0
Art,TP1,Grace Magenta,5.0
Art,TP1,Grace Orange,5.0
Art,TP1,Grace Pink,10.0
Art,TP1,Grace Purple,7.0
Art,TP1,Grace Red,5.0
Art,TP1,Grace Teal,1.0
Art,TP1,Grace Violet,4.0
Art,TP1,Grace White,10.0
Art,TP1,Grace Yellow,2.0
Art,TP1,Hank Azure,9.0
Art,TP1,Hank Beige,5.0
Art,TP1,Hank Black,4.0
Art,TP1,Hank Blue,9.0
Art,TP1,Hank Brown,2.0
Art,TP1,Hank Cyan,6.0
Art,TP1,Hank Davis,2.0
Art,TP1,Hank Gray,9.0
Art,TP1,Hank Green,9.0
Art,TP1,Hank Indigo,4.0
Art,TP1,Hank Johnson,3.0
Art,TP1,Hank Magenta,10.0
Art,TP1,Hank Orange,4.0
Art,TP1,Hank Pink,8.0
Art,TP1,Hank Purple,0.0
Art,TP1,Hank Red,0.0
Art,TP1,Hank Teal,8.0
Art,TP1,Hank Violet,2.0
Art,TP1,Hank White,4.0
Art,TP1,Hank Yellow,6.0
Art,TP1,Ivy Azure,4.0
Art,TP1,Ivy Beige,5.0
Art,TP1,Ivy Black,0.0
Art,TP1,Ivy Blue,1.0
Art,TP1,Ivy Brown,3.0
Art,TP1,Ivy Cyan,4.0
Art,TP1,Ivy Davis,4.0
Art,TP1,Ivy Gray,9.0
Art,TP1,Ivy Green,3.0
Art,TP1,Ivy Indigo,3.0
Art,TP1,Ivy Johnson,4.0
Art,TP1,Ivy Magenta,9.0
Art,TP1,Ivy Orange,6.0
Art,TP1,Ivy Pink,6.0
Art,TP1,Ivy Purple,2.0
Art,TP1,Ivy Red,6.0
Art,TP1,Ivy Teal,3.0
Art,TP1,Ivy Violet,10.0
Art,TP1,Ivy White,7.0
Art,TP1,Ivy Yellow,7.0
Art,TP1,Jack Azure,6.0
Art,TP1,Jack Beige,6.0
Art,TP1,Jack Black,7.0
Art,TP1,Jack Blue,10.0
Art,TP1,Jack Brown,0.0
Art,TP1,Jack Cyan,4.0
Art,TP1,Jack Davis,5.0
Art,TP1,Jack Gray,6.0
Art,TP1,Jack Green,6.0
Art,TP1,Jack Indigo,1.0
Art,TP1,Jack Johnson,0.0
Art,TP1,Jack Magenta,9.0
Art,TP1,Jack Orange,7.0
Art,TP1,Jack Pink,8.0
Art,TP1,Jack Purple,1.0
Art,TP1,Jack Red,2.0
Art,TP1,Jack Teal,4.0
Art,TP1,Jack Violet,3.0
Art,TP1,Jack White,4.0
Art,TP1,Jack Yellow,3.0
Art,TP1,Kelly Azure,9.0
Art,TP1,Kelly Beige,4.0
Art,TP1,Kelly Black,4.0
Art,TP1,Kelly Blue,6.0
Art,TP1,Kelly Brown,6.0
Art,TP1,Kelly Cyan,3.0
Art,TP1,Kelly Davis,10.0
Art,TP1,Kelly Gray,0.0
Art,TP1,Kelly Green,7.0
Art,TP1,Kelly Indigo,1.0
Art,TP1,Kelly Johnson,5.0
Art,TP1,Kelly Magenta,10.0
Art,TP1,Kelly Orange,7.0
Art,TP1,Kelly Pink,6.0
Art,TP1,Kelly Purple,3.0
Art,TP1,Kelly Red,6.0
Art,TP1,Kelly Teal,9.0
Art,TP1,Kelly Violet,3.0
Art,TP1,Kelly White,8.0
Art,TP1,Kelly Yellow,2.0
Art,TP1,Liam Azure,6.0
Art,TP1,Liam Beige,3.0
Art,TP1,Liam Black,9.0
Art,TP1,Liam Blue,8.0
Art,TP1,Liam Brown,3.0
Art,TP1,Liam Cyan,5.0
Art,TP1,Liam Davis,9.0
Art,TP1,Liam Gray,1.0
Art,TP1,Liam Green,4.0
Art,TP1,Liam Indigo,6.0
Art,TP1,Liam Johnson,6.0
Art,TP1,Liam Magenta,10.0
Art,TP1,Liam Orange,10.0
Art,TP1,Liam Pink,5.0
Art,TP1,Liam Purple,4.0
Art,TP1,Liam Red,2.0
Art,TP1,Liam Teal,7.0
Art,TP1,Liam Violet,4.0
Art,TP1,Liam White,9.0
Art,TP1,Liam Yellow,1.0
Art,TP1,Mona Azure,2.0
Art,TP1,Mona Beige,9.0
Art,TP1,Mona Black,10.0
Art,TP1,Mona Blue,9.0
Art,TP1,Mona Brown,5.0
Art,TP1,Mona Cyan,7.0
Art,TP1,Mona Davis,3.0
Art,TP1,Mona Gray,1.0
Art,TP1,Mona Green,3.0
Art,TP1,Mona Indigo,5.0
Art,TP1,Mona Johnson,1.0
Art,TP1,Mona Magenta,4.0
Art,TP1,Mona Orange,5.0
Art,TP1,Mona Pink,1.0
Art,TP1,Mona Purple,9.0
Art,TP1,Mona Red,5.0
Art,TP1,Mona Teal,6.0
Art,TP1,Mona Violet,10.0
Art,TP1,Mona White,2.0
Art,TP1,Mona Yellow,7.0
Art,TP1,Nick Azure,9.0
Art,TP1,Nick Beige,1.0
Art,TP1,Nick Black,6.0
Art,TP1,Nick Blue,7.0
Art,TP1,Nick Brown,8.0
Art,TP1,Nick Cyan,4.0
Art,TP1,Nick Davis,2.0
Art,TP1,Nick Gray,1.0
Art,TP1,Nick Green,1.0
Art,TP1,Nick Indigo,7.0
Art,TP1,Nick Johnson,6.0
Art,TP1,Nick Magenta,4.0
Art,TP1,Nick Orange,8.0
Art,TP1,Nick Pink,2.0
Art,TP1,Nick Purple,7.0
Art,TP1,Nick Red,3.0
Art,TP1,Nick Teal,1.0
Art,TP1,Nick Violet,5.0
Art,TP1,Nick White,3.0
Art,TP1,Nick Yellow,4.0
Art,TP1,Olivia Azure,0.0
Art,TP1,Olivia Beige,3.0
Art,TP1,Olivia Black,5.0
Art,TP1,Olivia Blue,3.0
Art,TP1,Olivia Brown,2.0
Art,TP1,Olivia Cyan,7.0
Art,TP1,Olivia Davis,5.0
Art,TP1,Olivia Gray,3.0
Art,TP1,Olivia Green,3.0
Art,TP1,Olivia Indigo,8.0
Art,TP1,Olivia Johnson,9.0
Art,TP1,Olivia Magenta,4.0
Art,TP1,Olivia Orange,3.0
Art,TP1,Olivia Pink,3.0
Art,TP1,Olivia Purple,2.0
Art,TP1,Olivia Red,4.0
Art,TP1,Olivia Teal,6.0
Art,TP1,Olivia Violet,9.0
Art,TP1,Olivia White,2.0
Art,TP1,Olivia Yellow,4.0
Art,TP1,Paul Azure,3.0
Art,TP1,Paul Beige,8.0
Art,TP1,Paul Black,1.0
Art,TP1,Paul Blue,2.0
Art,TP1,Paul Brown,8.0
Art,TP1,Paul Cyan,9.0
Art,TP1,Paul Davis,7.0
Art,TP1,Paul Gray,3.0
Art,TP1,Paul Green,1.0
Art,TP1,Paul Indigo,8.0
Art,TP1,Paul Johnson,3.0
Art,TP1,Paul Magenta,2.0
Art,TP1,Paul Orange,7.0
Art,TP1,Paul Pink,5.0
Art,TP1,Paul Purple,0.0
Art,TP1,Paul Red,2.0
Art,TP1,Paul Teal,6.0
Art,TP1,Paul Violet,3.0
Art,TP1,Paul White,5.0
Art,TP1,Paul Yellow,6.0
Art,TP1,Quincy Azure,6.0
Art,TP1,Quincy Beige,9.0
Art,TP1,Quincy Black,9.0
Art,TP1,Quincy Blue,1.0
Art,TP1,Quincy Brown,9.0
Art,TP1,Quincy Cyan,1.0
Art,TP1,Quincy Davis,1.0
Art,TP1,Quincy Gray,4.0
Art,TP1,Quincy Green,5.0
Art,TP1,Quincy Indigo,5.0
Art,TP1,Quincy Johnson,6.0
Art,TP1,Quincy Magenta,9.0
Art,TP1,Quincy Orange,6.0
Art,TP1,Quincy Pink,3.0
Art,TP1,Quincy Purple,2.0
Art,TP1,Quincy Red,9.0
Art,TP1,Quincy Teal,2.0
Art,TP1,Quincy Violet,3.0
Art,TP1,Quincy White,1.0
Art,TP1,Quincy Yellow,1.0
Art,TP1,Rita Azure,3.0
Art,TP1,Rita Beige,3.0
Art,TP1,Rita Black,4.0
Art,TP1,Rita Blue,8.0
Art,TP1,Rita Brown,3.0
Art,TP1,Rita Cyan,3.0
Art,TP1,Rita Davis,3.0
Art,TP1,Rita Gray,8.0
Art,TP1,Rita Green,5.0
Art,TP1,Rita Indigo,4.0
Art,TP1,Rita Johnson,7.0
Art,TP1,Rita Magenta,9.0
Art,TP1,Rita Orange,3.0
Art,TP1,Rita Pink,7.0
Art,TP1,Rita Purple,8.0
Art,TP1,Rita Red,7.0
Art,TP1,Rita Teal,9.0
Art,TP1,Rita Violet,8.0
Art,TP1,Rita White,6.0
Art,TP1,Rita Yellow,1.0
Art,TP1,Sam Azure,0.0
Art,TP1,Sam Beige,4.0
Art,TP1,Sam Black,2.0
Art,TP1,Sam Blue,8.0
Art,TP1,Sam Brown,8.0
